DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2017,78.78,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2018,84.12,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2019,88.15,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2020,89.42,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2021,92.64,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2022,99.37,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2023,102.61,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2009,99.58,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2010,100.00,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2011,100.28,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2012,98.69,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2013,97.66,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2014,99.49,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2015,102.35,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2016,107.33,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2017,112.63,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2018,117.97,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2019,123.05,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2020,129.93,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2021,141.37,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2022,151.74,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU,2023,149.42,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU27_2020,2009,99.70,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU27_2020,2010,100.00,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU27_2020,2011,100.67,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU27_2020,2012,98.69,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EU27_2020,2013,97.01,
